351 0 FBIS3-10551 1
351 0 FBIS3-10697 1
351 0 FBIS3-11107 1
351 0 FBIS3-33035 1
351 0 FBIS3-33505 1
351 0 FBIS3-59016 1
351 0 FBIS4-34579 1
351 0 FBIS4-56741 1
351 0 FBIS4-57354 1
351 0 FT922-15099 1
351 0 FT932-16710 1
351 0 FT934-4848 1
351 0 FT934-4856 1
351 0 FT941-13429 1
353 0 FBIS3-21000 1
353 0 FBIS4-46656 1
353 0 FBIS4-47305 1
353 0 FBIS4-66443 1
355 0 FBIS3-21019 1
355 0 FBIS3-21238 1
355 0 FBIS3-21242 1
355 0 FBIS3-23689 1
355 0 FBIS3-40210 1
355 0 FBIS3-40388 1
355 0 FBIS4-20436 1
355 0 FBIS4-20602 1
355 0 FBIS4-44904 1
355 0 FBIS4-67760 1
355 0 FBIS4-68330 1
358 0 LA011289-0070 1
358 0 LA011290-0111 1
358 0 LA013089-0044 1
358 0 LA013089-0100 1
358 0 LA013189-0058 1
358 0 LA020289-0091 1
358 0 LA020790-0030 1
358 0 LA030889-0034 1
358 0 LA031889-0124 1
358 0 LA040689-0027 1
358 0 LA040789-0022 1
358 0 LA041890-0071 1
358 0 LA041990-0194 1
358 0 LA042590-0030 1
358 0 LA042889-0069 1
358 0 LA050389-0065 1
358 0 LA050389-0106 1
358 0 LA050390-0077 1
358 0 LA050990-0062 1
358 0 LA051889-0059 1
358 0 LA060189-0147 1
358 0 LA060690-0029 1
358 0 LA061490-0039 1
358 0 LA062290-0055 1
358 0 LA072789-0134 1
358 0 LA081189-0092 1
358 0 LA081789-0031 1
358 0 LA091389-0008 1
358 0 LA091689-0078 1
358 0 LA092789-0026 1
358 0 LA101090-0043 1
358 0 LA101290-0077 1
358 0 LA101989-0014 1
358 0 LA102590-0061 1
358 0 LA103190-0064 1
358 0 LA110890-0049 1
358 0 LA110989-0177 1
358 0 LA120789-0024 1
358 0 LA121590-0071 1
358 0 LA122389-0007 1
358 0 LA122389-0013 1
360 0 FBIS4-45174 1
360 0 FBIS4-56688 1
360 0 FBIS4-56745 1
